Natural Product	Natural Product Relationship to Enzyme or Transporter	Enzyme or Transporter	Enzyme or Transporter Relationship to Drug	Drug	Drug Causal Relation with Adverse Event	Adverse Event	Natural Product Ontology Identifier	Natural Product or Constituent Ontology Identifier	Process Ontology Identifier	Enzyme or Transporter Ontology Identifier	Process or Pathway Ontology Identifier	Drug Ontology Identifier	Causal Relation Ontology Identifier	Adverse Event Ontology Identifier	Pubmed Identifier
myricetin	interacts_with	cytochrome P450 3A4 (human)	directly_negatively_regulates_activity_of	simvastatin	correlated_with	myopathy	http://napdi.org/napdi_srs_imports:camellia_sinensis	http://purl.obolibrary.org/obo/CHEBI_18152	http://purl.obolibrary.org/obo/RO_0002434	http://purl.obolibrary.org/obo/PR_P08684	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/CHEBI_9150	http://purl.obolibrary.org/obo/RO_0002610	http://purl.obolibrary.org/obo/MONDO_0005336	https://pubmed.ncbi.nlm.nih.gov/20374180/
myricetin	interacts_with	cytochrome P450 3A4 (human)	directly_negatively_regulates_activity_of	simvastatin	causes_or_contributes_to_condition	myopathy	http://napdi.org/napdi_srs_imports:camellia_sinensis	http://purl.obolibrary.org/obo/CHEBI_18152	http://purl.obolibrary.org/obo/RO_0002434	http://purl.obolibrary.org/obo/PR_P08684	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/CHEBI_9150	http://purl.obolibrary.org/obo/RO_0003302	http://purl.obolibrary.org/obo/MONDO_0005336	https://pubmed.ncbi.nlm.nih.gov/20374180/
myricetin	interacts_with	cytochrome P450 3A4 (human)	is_substrate_of	simvastatin	correlated_with	myopathy	http://napdi.org/napdi_srs_imports:camellia_sinensis	http://purl.obolibrary.org/obo/CHEBI_18152	http://purl.obolibrary.org/obo/RO_0002434	http://purl.obolibrary.org/obo/PR_P08684	http://purl.obolibrary.org/obo/DIDEO_00000041	http://purl.obolibrary.org/obo/CHEBI_9150	http://purl.obolibrary.org/obo/RO_0002610	http://purl.obolibrary.org/obo/MONDO_0005336	https://pubmed.ncbi.nlm.nih.gov/20374180/
myricetin	interacts_with	cytochrome P450 3A4 (human)	is_substrate_of	simvastatin	causes_or_contributes_to_condition	myopathy	http://napdi.org/napdi_srs_imports:camellia_sinensis	http://purl.obolibrary.org/obo/CHEBI_18152	http://purl.obolibrary.org/obo/RO_0002434	http://purl.obolibrary.org/obo/PR_P08684	http://purl.obolibrary.org/obo/DIDEO_00000041	http://purl.obolibrary.org/obo/CHEBI_9150	http://purl.obolibrary.org/obo/RO_0003302	http://purl.obolibrary.org/obo/MONDO_0005336	https://pubmed.ncbi.nlm.nih.gov/20374180/
myricetin	interacts_with	cytochrome P450 3A4 (human)	directly_negatively_regulates_activity_of	simvastatin	correlated_with	myopathy	http://napdi.org/napdi_srs_imports:camellia_sinensis	http://purl.obolibrary.org/obo/CHEBI_18152	http://purl.obolibrary.org/obo/RO_0002434	http://purl.obolibrary.org/obo/PR_P08684	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/CHEBI_9150	http://purl.obolibrary.org/obo/RO_0002610	http://purl.obolibrary.org/obo/MONDO_0005336	https://pubmed.ncbi.nlm.nih.gov/20374180/
myricetin	interacts_with	cytochrome P450 3A4 (human)	directly_negatively_regulates_activity_of	simvastatin	causes_or_contributes_to_condition	myopathy	http://napdi.org/napdi_srs_imports:camellia_sinensis	http://purl.obolibrary.org/obo/CHEBI_18152	http://purl.obolibrary.org/obo/RO_0002434	http://purl.obolibrary.org/obo/PR_P08684	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/CHEBI_9150	http://purl.obolibrary.org/obo/RO_0003302	http://purl.obolibrary.org/obo/MONDO_0005336	https://pubmed.ncbi.nlm.nih.gov/20374180/
(-)-epigallocatechin 3-gallate	directly_negatively_regulates_quantity_of	ATP-dependent translocase ABCB1 (human)	directly_negatively_regulates_activity_of	simvastatin	correlated_with	myopathy	http://napdi.org/napdi_srs_imports:camellia_sinensis	http://purl.obolibrary.org/obo/CHEBI_4806	http://purl.obolibrary.org/obo/RO_0011010	http://purl.obolibrary.org/obo/PR_P08183	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/CHEBI_9150	http://purl.obolibrary.org/obo/RO_0002610	http://purl.obolibrary.org/obo/MONDO_0005336	https://pubmed.ncbi.nlm.nih.gov/20374180/
(-)-epigallocatechin 3-gallate	directly_negatively_regulates_quantity_of	ATP-dependent translocase ABCB1 (human)	directly_negatively_regulates_activity_of	simvastatin	causes_or_contributes_to_condition	myopathy	http://napdi.org/napdi_srs_imports:camellia_sinensis	http://purl.obolibrary.org/obo/CHEBI_4806	http://purl.obolibrary.org/obo/RO_0011010	http://purl.obolibrary.org/obo/PR_P08183	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/CHEBI_9150	http://purl.obolibrary.org/obo/RO_0003302	http://purl.obolibrary.org/obo/MONDO_0005336	https://pubmed.ncbi.nlm.nih.gov/20374180/
(-)-epigallocatechin 3-gallate	directly_negatively_regulates_quantity_of	ATP-dependent translocase ABCB1 (human)	directly_negatively_regulates_activity_of	simvastatin	correlated_with	myopathy	http://napdi.org/napdi_srs_imports:camellia_sinensis	http://purl.obolibrary.org/obo/CHEBI_4806	http://purl.obolibrary.org/obo/RO_0011010	http://purl.obolibrary.org/obo/PR_P08183	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/CHEBI_9150	http://purl.obolibrary.org/obo/RO_0002610	http://purl.obolibrary.org/obo/MONDO_0005336	https://pubmed.ncbi.nlm.nih.gov/20374180/
(-)-epigallocatechin 3-gallate	directly_negatively_regulates_quantity_of	ATP-dependent translocase ABCB1 (human)	directly_negatively_regulates_activity_of	simvastatin	causes_or_contributes_to_condition	myopathy	http://napdi.org/napdi_srs_imports:camellia_sinensis	http://purl.obolibrary.org/obo/CHEBI_4806	http://purl.obolibrary.org/obo/RO_0011010	http://purl.obolibrary.org/obo/PR_P08183	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/CHEBI_9150	http://purl.obolibrary.org/obo/RO_0003302	http://purl.obolibrary.org/obo/MONDO_0005336	https://pubmed.ncbi.nlm.nih.gov/20374180/
(-)-epigallocatechin 3-gallate	directly_negatively_regulates_activity_of	potassium voltage-gated channel subfamily H member 2 (human)	directly_negatively_regulates_activity_of	simvastatin	correlated_with	myopathy	http://napdi.org/napdi_srs_imports:camellia_sinensis	http://purl.obolibrary.org/obo/CHEBI_4806	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/PR_Q12809	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/CHEBI_9150	http://purl.obolibrary.org/obo/RO_0002610	http://purl.obolibrary.org/obo/MONDO_0005336	https://pubmed.ncbi.nlm.nih.gov/20374180/
(-)-epigallocatechin 3-gallate	directly_negatively_regulates_activity_of	potassium voltage-gated channel subfamily H member 2 (human)	directly_negatively_regulates_activity_of	simvastatin	causes_or_contributes_to_condition	myopathy	http://napdi.org/napdi_srs_imports:camellia_sinensis	http://purl.obolibrary.org/obo/CHEBI_4806	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/PR_Q12809	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/CHEBI_9150	http://purl.obolibrary.org/obo/RO_0003302	http://purl.obolibrary.org/obo/MONDO_0005336	https://pubmed.ncbi.nlm.nih.gov/20374180/
(-)-epigallocatechin 3-gallate	molecularly_interacts_with	CYP3A_Gene_Locus	directly_negatively_regulates_activity_of	simvastatin	correlated_with	myopathy	http://napdi.org/napdi_srs_imports:camellia_sinensis	http://purl.obolibrary.org/obo/CHEBI_4806	http://purl.obolibrary.org/obo/RO_0002436	http://purl.obolibrary.org/obo/PR_1002	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/CHEBI_9150	http://purl.obolibrary.org/obo/RO_0002610	http://purl.obolibrary.org/obo/MONDO_0005336	https://pubmed.ncbi.nlm.nih.gov/20374180/
(-)-epigallocatechin 3-gallate	molecularly_interacts_with	CYP3A_Gene_Locus	directly_negatively_regulates_activity_of	simvastatin	causes_or_contributes_to_condition	myopathy	http://napdi.org/napdi_srs_imports:camellia_sinensis	http://purl.obolibrary.org/obo/CHEBI_4806	http://purl.obolibrary.org/obo/RO_0002436	http://purl.obolibrary.org/obo/PR_1002	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/CHEBI_9150	http://purl.obolibrary.org/obo/RO_0003302	http://purl.obolibrary.org/obo/MONDO_0005336	https://pubmed.ncbi.nlm.nih.gov/20374180/
(-)-epigallocatechin 3-gallate	directly_negatively_regulates_activity_of	CYP3A_Gene_Locus	directly_negatively_regulates_activity_of	simvastatin	correlated_with	myopathy	http://napdi.org/napdi_srs_imports:camellia_sinensis	http://purl.obolibrary.org/obo/CHEBI_4806	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/PR_1002	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/CHEBI_9150	http://purl.obolibrary.org/obo/RO_0002610	http://purl.obolibrary.org/obo/MONDO_0005336	https://pubmed.ncbi.nlm.nih.gov/20374180/
(-)-epigallocatechin 3-gallate	directly_negatively_regulates_activity_of	CYP3A_Gene_Locus	directly_negatively_regulates_activity_of	simvastatin	causes_or_contributes_to_condition	myopathy	http://napdi.org/napdi_srs_imports:camellia_sinensis	http://purl.obolibrary.org/obo/CHEBI_4806	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/PR_1002	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/CHEBI_9150	http://purl.obolibrary.org/obo/RO_0003302	http://purl.obolibrary.org/obo/MONDO_0005336	https://pubmed.ncbi.nlm.nih.gov/20374180/
(-)-epigallocatechin 3-gallate	directly_negatively_regulates_activity_of	beta-2-glycoprotein 1 (human)	directly_negatively_regulates_activity_of	simvastatin	correlated_with	myopathy	http://napdi.org/napdi_srs_imports:camellia_sinensis	http://purl.obolibrary.org/obo/CHEBI_4806	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/PR_P02749	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/CHEBI_9150	http://purl.obolibrary.org/obo/RO_0002610	http://purl.obolibrary.org/obo/MONDO_0005336	https://pubmed.ncbi.nlm.nih.gov/20374180/
(-)-epigallocatechin 3-gallate	directly_negatively_regulates_activity_of	beta-2-glycoprotein 1 (human)	directly_negatively_regulates_activity_of	simvastatin	causes_or_contributes_to_condition	myopathy	http://napdi.org/napdi_srs_imports:camellia_sinensis	http://purl.obolibrary.org/obo/CHEBI_4806	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/PR_P02749	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/CHEBI_9150	http://purl.obolibrary.org/obo/RO_0003302	http://purl.obolibrary.org/obo/MONDO_0005336	https://pubmed.ncbi.nlm.nih.gov/20374180/
(-)-epigallocatechin 3-gallate	directly_negatively_regulates_activity_of	voltage-gated potassium channel KCNH2	directly_negatively_regulates_activity_of	simvastatin	correlated_with	myopathy	http://napdi.org/napdi_srs_imports:camellia_sinensis	http://purl.obolibrary.org/obo/CHEBI_4806	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/PR_000000791	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/CHEBI_9150	http://purl.obolibrary.org/obo/RO_0002610	http://purl.obolibrary.org/obo/MONDO_0005336	https://pubmed.ncbi.nlm.nih.gov/20374180/
(-)-epigallocatechin 3-gallate	directly_negatively_regulates_activity_of	voltage-gated potassium channel KCNH2	directly_negatively_regulates_activity_of	simvastatin	causes_or_contributes_to_condition	myopathy	http://napdi.org/napdi_srs_imports:camellia_sinensis	http://purl.obolibrary.org/obo/CHEBI_4806	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/PR_000000791	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/CHEBI_9150	http://purl.obolibrary.org/obo/RO_0003302	http://purl.obolibrary.org/obo/MONDO_0005336	https://pubmed.ncbi.nlm.nih.gov/20374180/
(-)-epigallocatechin 3-gallate	directly_negatively_regulates_activity_of	Gram_per_Deciliter	directly_negatively_regulates_activity_of	simvastatin	correlated_with	myopathy	http://napdi.org/napdi_srs_imports:camellia_sinensis	http://purl.obolibrary.org/obo/CHEBI_4806	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/PR_PRO_0000005914	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/CHEBI_9150	http://purl.obolibrary.org/obo/RO_0002610	http://purl.obolibrary.org/obo/MONDO_0005336	https://pubmed.ncbi.nlm.nih.gov/20374180/
(-)-epigallocatechin 3-gallate	directly_negatively_regulates_activity_of	Gram_per_Deciliter	directly_negatively_regulates_activity_of	simvastatin	causes_or_contributes_to_condition	myopathy	http://napdi.org/napdi_srs_imports:camellia_sinensis	http://purl.obolibrary.org/obo/CHEBI_4806	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/PR_PRO_0000005914	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/CHEBI_9150	http://purl.obolibrary.org/obo/RO_0003302	http://purl.obolibrary.org/obo/MONDO_0005336	https://pubmed.ncbi.nlm.nih.gov/20374180/
(-)-epigallocatechin 3-gallate	directly_negatively_regulates_activity_of	plasminogen receptor (KT) (human)	directly_negatively_regulates_activity_of	simvastatin	correlated_with	myopathy	http://napdi.org/napdi_srs_imports:camellia_sinensis	http://purl.obolibrary.org/obo/CHEBI_4806	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/PR_Q9HBL7	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/CHEBI_9150	http://purl.obolibrary.org/obo/RO_0002610	http://purl.obolibrary.org/obo/MONDO_0005336	https://pubmed.ncbi.nlm.nih.gov/20374180/
(-)-epigallocatechin 3-gallate	directly_negatively_regulates_activity_of	plasminogen receptor (KT) (human)	directly_negatively_regulates_activity_of	simvastatin	causes_or_contributes_to_condition	myopathy	http://napdi.org/napdi_srs_imports:camellia_sinensis	http://purl.obolibrary.org/obo/CHEBI_4806	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/PR_Q9HBL7	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/CHEBI_9150	http://purl.obolibrary.org/obo/RO_0003302	http://purl.obolibrary.org/obo/MONDO_0005336	https://pubmed.ncbi.nlm.nih.gov/20374180/
(-)-epigallocatechin 3-gallate	directly_negatively_regulates_activity_of	ATP-dependent translocase ABCB1 (human)	directly_negatively_regulates_activity_of	simvastatin	correlated_with	myopathy	http://napdi.org/napdi_srs_imports:camellia_sinensis	http://purl.obolibrary.org/obo/CHEBI_4806	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/PR_P08183	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/CHEBI_9150	http://purl.obolibrary.org/obo/RO_0002610	http://purl.obolibrary.org/obo/MONDO_0005336	https://pubmed.ncbi.nlm.nih.gov/20374180/
(-)-epigallocatechin 3-gallate	directly_negatively_regulates_activity_of	ATP-dependent translocase ABCB1 (human)	directly_negatively_regulates_activity_of	simvastatin	causes_or_contributes_to_condition	myopathy	http://napdi.org/napdi_srs_imports:camellia_sinensis	http://purl.obolibrary.org/obo/CHEBI_4806	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/PR_P08183	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/CHEBI_9150	http://purl.obolibrary.org/obo/RO_0003302	http://purl.obolibrary.org/obo/MONDO_0005336	https://pubmed.ncbi.nlm.nih.gov/20374180/
(-)-epigallocatechin 3-gallate	directly_negatively_regulates_activity_of	ATP-dependent translocase ABCB1 (human)	directly_negatively_regulates_activity_of	simvastatin	correlated_with	myopathy	http://napdi.org/napdi_srs_imports:camellia_sinensis	http://purl.obolibrary.org/obo/CHEBI_4806	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/PR_P08183	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/CHEBI_9150	http://purl.obolibrary.org/obo/RO_0002610	http://purl.obolibrary.org/obo/MONDO_0005336	https://pubmed.ncbi.nlm.nih.gov/20374180/
(-)-epigallocatechin 3-gallate	directly_negatively_regulates_activity_of	ATP-dependent translocase ABCB1 (human)	directly_negatively_regulates_activity_of	simvastatin	causes_or_contributes_to_condition	myopathy	http://napdi.org/napdi_srs_imports:camellia_sinensis	http://purl.obolibrary.org/obo/CHEBI_4806	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/PR_P08183	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/CHEBI_9150	http://purl.obolibrary.org/obo/RO_0003302	http://purl.obolibrary.org/obo/MONDO_0005336	https://pubmed.ncbi.nlm.nih.gov/20374180/
(-)-epigallocatechin 3-gallate	directly_negatively_regulates_activity_of	cytochrome P450 3A4 (human)	directly_negatively_regulates_activity_of	simvastatin	correlated_with	myopathy	http://napdi.org/napdi_srs_imports:camellia_sinensis	http://purl.obolibrary.org/obo/CHEBI_4806	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/PR_P08684	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/CHEBI_9150	http://purl.obolibrary.org/obo/RO_0002610	http://purl.obolibrary.org/obo/MONDO_0005336	https://pubmed.ncbi.nlm.nih.gov/20374180/
(-)-epigallocatechin 3-gallate	directly_negatively_regulates_activity_of	cytochrome P450 3A4 (human)	directly_negatively_regulates_activity_of	simvastatin	causes_or_contributes_to_condition	myopathy	http://napdi.org/napdi_srs_imports:camellia_sinensis	http://purl.obolibrary.org/obo/CHEBI_4806	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/PR_P08684	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/CHEBI_9150	http://purl.obolibrary.org/obo/RO_0003302	http://purl.obolibrary.org/obo/MONDO_0005336	https://pubmed.ncbi.nlm.nih.gov/20374180/
(-)-epigallocatechin 3-gallate	directly_negatively_regulates_activity_of	cytochrome P450 3A4 (human)	is_substrate_of	simvastatin	correlated_with	myopathy	http://napdi.org/napdi_srs_imports:camellia_sinensis	http://purl.obolibrary.org/obo/CHEBI_4806	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/PR_P08684	http://purl.obolibrary.org/obo/DIDEO_00000041	http://purl.obolibrary.org/obo/CHEBI_9150	http://purl.obolibrary.org/obo/RO_0002610	http://purl.obolibrary.org/obo/MONDO_0005336	https://pubmed.ncbi.nlm.nih.gov/20374180/
(-)-epigallocatechin 3-gallate	directly_negatively_regulates_activity_of	cytochrome P450 3A4 (human)	is_substrate_of	simvastatin	causes_or_contributes_to_condition	myopathy	http://napdi.org/napdi_srs_imports:camellia_sinensis	http://purl.obolibrary.org/obo/CHEBI_4806	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/PR_P08684	http://purl.obolibrary.org/obo/DIDEO_00000041	http://purl.obolibrary.org/obo/CHEBI_9150	http://purl.obolibrary.org/obo/RO_0003302	http://purl.obolibrary.org/obo/MONDO_0005336	https://pubmed.ncbi.nlm.nih.gov/20374180/
(-)-epigallocatechin 3-gallate	directly_negatively_regulates_activity_of	cytochrome P450 3A4 (human)	directly_negatively_regulates_activity_of	simvastatin	correlated_with	myopathy	http://napdi.org/napdi_srs_imports:camellia_sinensis	http://purl.obolibrary.org/obo/CHEBI_4806	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/PR_P08684	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/CHEBI_9150	http://purl.obolibrary.org/obo/RO_0002610	http://purl.obolibrary.org/obo/MONDO_0005336	https://pubmed.ncbi.nlm.nih.gov/20374180/
(-)-epigallocatechin 3-gallate	directly_negatively_regulates_activity_of	cytochrome P450 3A4 (human)	directly_negatively_regulates_activity_of	simvastatin	causes_or_contributes_to_condition	myopathy	http://napdi.org/napdi_srs_imports:camellia_sinensis	http://purl.obolibrary.org/obo/CHEBI_4806	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/PR_P08684	http://purl.obolibrary.org/obo/RO_0002449	http://purl.obolibrary.org/obo/CHEBI_9150	http://purl.obolibrary.org/obo/RO_0003302	http://purl.obolibrary.org/obo/MONDO_0005336	https://pubmed.ncbi.nlm.nih.gov/20374180/
